episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy
251,2,2854.4000000000124,-20,0,4,8.954376723368963,9,382,1,4,2
252,2,723.4999999999977,-20,0,2,9.652927645842235,10,383,1,0,4
253,2,3427.000000000012,100,1,2,9.276442956924438,9,384,2,1,2
254,2,1715.300000000013,-20,0,2,9.915620073874791,10,384,0,3,1
255,2,1737.5333333333372,105,1,6,10.474725253979365,12,379,2,3,2
256,2,2509.300000000007,-20,0,11,10.497675300836564,13,381,3,1,0
257,2,3593.2000000000135,100,1,4,10.087918337980906,13,382,1,0,2
258,2,3871.1000000000085,100,1,4,10.238532812992732,13,383,2,0,0
259,2,3168.800000000007,100,1,4,10.157951137224833,12,382,1,1,2
260,2,2147.7000000000035,-20,0,10,10.080223181645076,11,379,6,1,1
261,2,2949.3000000000106,100,1,2,9.98269292275111,7,382,4,1,4
262,2,2134.4000000000083,-20,0,1,10.019828553994497,11,382,2,0,3
263,2,3176.300000000013,-20,0,18,9.223995002508163,9,382,2,4,1
264,2,3103.700000000011,-20,0,3,9.065912132660548,10,386,1,0,1
265,2,2689.0000000000114,100,1,2,10.258130705753961,10,384,2,1,1
266,2,2244.933333333339,105,1,6,10.063939120372137,10,379,2,2,5
267,2,2711.8000000000147,-20,0,2,9.866996020476023,9,382,2,2,3
268,2,1780.2000000000073,-20,0,5,9.672460931539536,11,382,2,2,1
269,2,3739.600000000009,105,1,3,10.242209932406743,10,381,3,3,1
270,2,3571.100000000012,-20,0,4,10.201192274888356,9,384,2,3,0
271,2,3565.90000000001,100,1,5,9.722614585955938,9,380,5,2,2
272,2,1090.300000000003,-20,0,2,9.376486905813216,10,385,0,0,3
273,2,1745.4000000000028,-20,0,2,10.387876808245977,13,379,3,2,1
274,2,3132.7000000000116,100,1,2,10.861920795043309,12,384,0,0,2
275,2,2738.600000000017,-20,0,3,10.929802326361338,11,382,3,1,1
276,2,3519.600000000013,100,1,2,9.600369506279627,10,383,3,1,1
277,2,1902.5000000000007,-20,0,14,10.017254092693328,12,380,2,3,1
278,2,2460.1000000000063,-20,0,6,9.597355475028357,11,381,1,2,3
279,2,3150.833333333343,-20,0,5,9.873002272049586,11,383,2,1,1
280,2,3874.0000000000114,100,1,3,10.398463244835536,11,384,2,0,1
281,2,101.20000000000084,-20,0,17,10.417530264854431,13,383,0,2,0
282,2,4011.800000000012,-20,0,4,9.541336383024852,11,381,2,2,2
283,2,3698.500000000013,-20,0,12,9.850875024795533,13,381,2,1,1
284,2,3440.3000000000116,105,1,4,10.515984423160553,10,379,3,2,4
285,2,2493.6000000000076,-20,0,6,9.333620616197585,10,385,0,2,1
286,2,3616.400000000009,100,1,5,9.389423331022263,10,384,1,2,1
287,2,2126.0000000000123,-20,0,3,10.285526319742203,11,383,2,0,2
288,2,3708.100000000011,100,1,2,10.143615605036418,11,385,2,0,0
289,2,3650.000000000012,100,1,2,10.732605135440826,7,386,4,0,1
290,2,3239.0000000000114,110,1,9,8.86615831653277,12,382,0,3,1
291,2,3698.7333333333454,115,1,14,10.553121668497722,9,380,2,4,3
292,2,3196.900000000011,100,1,4,10.575574645201366,11,382,1,1,3
293,2,3877.300000000013,105,1,5,10.309435687859853,8,386,2,2,0
294,2,4324.10000000001,100,1,3,9.369660263458888,11,387,0,0,0
295,2,1082.4999999999977,-20,0,22,9.925652987162271,12,380,2,1,3
296,2,3723.0000000000086,100,1,5,10.383407570123673,15,379,2,1,1
297,2,2834.6000000000067,-20,0,2,11.591296549638113,10,383,2,2,1
298,2,3032.0000000000077,-20,0,4,10.911156308253606,13,381,2,0,2
299,2,4231.200000000011,-20,0,2,12.470412836472194,10,382,1,4,1
300,2,3331.500000000013,100,1,5,11.345599479675293,16,381,0,0,1
301,2,3835.5000000000114,100,1,5,11.679927519162495,14,381,1,0,2
302,2,3133.0000000000073,-20,0,2,11.777522447109222,9,386,2,1,0
303,2,3578.7000000000085,105,1,4,11.691526026328404,12,383,1,1,1
304,2,3342.2000000000094,105,1,4,12.211669532855352,11,384,0,3,0
305,2,3415.8000000000134,100,1,2,12.00519860903422,9,385,0,2,2
306,2,4272.400000000007,100,1,2,10.53918838620186,10,384,1,1,2
307,2,3453.3000000000093,105,1,4,10.602518564860025,9,383,2,2,2
308,2,4209.400000000009,105,1,2,10.525833632946014,9,384,0,3,2
309,2,2454.9333333333366,100,1,6,10.414906961917877,13,381,0,2,2
310,2,4403.400000000008,100,1,2,11.23594229578972,12,383,0,1,2
311,2,4128.90000000001,105,1,3,10.022175632317861,10,384,3,1,0
312,2,4044.4000000000106,110,1,6,11.026606713930766,8,384,2,3,1
313,2,2400.400000000005,105,1,4,10.583803941011428,11,383,2,1,1
314,2,1530.9000000000096,-20,0,3,9.387457424004873,10,385,1,1,1
315,2,3892.2000000000116,100,1,2,10.266995565096538,9,389,0,0,0
316,2,1238.5999999999983,-20,0,4,10.489387979507447,10,384,1,3,0
317,2,3838.1000000000117,100,1,2,9.717391670544941,9,382,5,1,1
318,2,3155.1333333333464,100,1,6,10.020211344361305,12,382,1,0,3
319,2,3685.6000000000067,-20,0,2,10.20108231306076,9,383,2,2,2
320,2,3932.90000000001,100,1,2,9.67689041296641,10,380,2,1,5
321,2,4354.5000000000055,105,1,6,10.459945716261863,9,385,1,1,2
322,2,3446.3000000000125,100,1,3,10.65924149652322,11,381,1,2,3
323,2,4492.000000000006,100,1,6,10.393968903223673,11,383,1,3,0
324,2,3661.733333333345,100,1,6,10.6484603091081,10,386,0,1,1
325,2,3882.1000000000076,100,1,2,9.875415154894194,10,385,1,2,0
326,2,3873.7000000000094,-20,0,12,10.28806980252266,11,383,2,0,2
327,2,4135.80000000001,105,1,4,9.782464514573416,10,384,2,1,1
328,2,4086.900000000009,100,1,2,10.021224074363708,13,382,1,1,1
329,2,2330.9333333333475,-20,0,4,10.399168289105097,10,379,4,3,2
330,2,2554.100000000011,-20,0,4,10.65018326640129,13,382,1,2,0
331,2,3580.2000000000126,105,1,5,10.393735083341598,13,381,1,1,2
332,2,4354.200000000007,100,1,2,10.766844669977823,10,385,1,2,0
333,2,4271.500000000007,100,1,3,11.451574025551478,13,385,0,0,0
334,2,3119.7000000000053,105,1,7,10.391784732739131,9,383,1,1,4
335,2,4319.600000000005,-20,0,4,10.639375619490941,9,385,1,1,2
336,2,3590.4000000000065,100,1,3,12.286096409161885,10,384,3,0,1
337,2,4153.700000000012,105,1,4,11.12628865202268,10,385,0,3,0
338,2,3993.4000000000124,105,1,5,10.87851397593816,11,383,0,3,1
339,2,4268.199999999997,-20,0,5,10.462052328586578,9,385,1,3,0
340,2,4163.4000000000115,100,1,3,11.477438100179036,8,388,0,2,0
341,2,4547.800000000002,-20,0,6,10.465716079672177,12,382,2,2,0
342,2,4566.700000000007,100,1,3,11.908900221188864,12,385,0,0,1
343,2,3752.80000000001,100,1,5,11.424826867580414,13,382,1,1,1
344,2,4467.400000000006,110,1,4,10.896266183455785,10,383,1,3,1
345,2,3351.9333333333393,105,1,6,11.872166668574016,12,382,0,2,2
346,2,3091.1000000000117,105,1,5,11.05664388259252,12,384,0,1,1
347,2,4306.0000000000055,100,1,3,11.303071373303732,11,382,3,0,2
348,2,4215.900000000011,110,1,4,10.806664222081503,11,383,0,3,1
349,2,3926.400000000008,100,1,2,10.48693429350853,9,384,2,1,2
350,2,3412.400000000013,-20,0,2,10.484767188032468,9,384,2,1,2
351,2,4457.900000000005,100,1,4,10.824864154259364,14,381,1,1,1
352,2,4423.800000000005,100,1,2,10.471368788282076,9,385,1,1,2
353,2,3685.8000000000106,100,1,3,10.651278865933419,11,382,2,0,3
354,2,4229.100000000011,105,1,3,10.26247833053271,10,384,1,3,0
355,2,3951.0000000000086,100,1,2,12.937346600890159,11,384,1,0,2
356,2,4416.200000000004,105,1,5,8.923079347809155,10,386,0,1,1
357,2,3472.300000000008,100,1,5,9.393724066019058,15,379,2,2,0
358,2,4726.7000000000035,-20,0,1,9.803974725802739,9,385,3,1,0
359,2,3161.93333333334,105,1,6,9.842582589586575,13,380,0,3,2
360,2,2705.6333333333423,105,1,6,10.377840658624967,14,382,0,1,1
361,2,4229.10000000001,100,1,8,10.06928263604641,11,381,2,2,2
362,2,4132.66666666668,-20,0,13,9.00867392619451,12,381,3,2,0
363,2,4418.900000000004,115,1,6,10.362281492551167,9,383,1,5,0
364,2,4476.200000000005,105,1,4,10.509977801243464,8,386,0,2,2
365,2,3631.2000000000057,-20,0,7,10.0406247651577,10,384,1,3,0
366,2,4162.533333333341,-20,0,2,9.861123663584392,12,382,3,1,0
367,2,2747.13333333334,-20,0,6,12.678468645413716,14,379,0,3,2
368,2,4469.666666666674,-20,0,11,11.56346712509791,11,383,2,0,2
369,2,2217.0000000000023,100,1,4,9.955747671922047,12,383,0,0,3
370,2,4614.099999999999,100,1,2,10.73759758512179,9,386,2,0,1
371,2,3666.9333333333434,-20,0,1,10.58826755007108,11,383,2,1,1
372,2,4496.900000000004,105,1,4,9.868625542720158,12,385,0,1,0
373,2,3068.5000000000105,100,1,5,10.178486913442612,13,381,1,2,1
374,2,3051.7000000000075,100,1,4,11.333009786208471,9,384,2,2,1
375,2,3793.300000000015,100,1,6,11.212293585340182,14,382,1,0,1
376,2,4241.60000000001,105,1,5,11.043319213390351,11,386,0,1,0
377,2,4352.100000000008,100,1,3,12.788573878407478,9,383,2,0,4
378,2,2440.0333333333397,100,1,6,10.393175156911214,10,383,0,2,3
379,2,4725.600000000002,100,1,2,10.509054630796115,10,383,1,2,2
380,2,4782.100000000001,100,1,4,10.526832483212154,9,385,1,2,1
381,2,2358.5000000000123,-20,0,4,12.881950672864914,15,380,1,1,1
382,2,4592.7000000000035,100,1,2,13.273585888147354,7,387,1,3,0
383,2,1609.4333333333313,-20,0,10,10.706446224053701,11,382,2,2,1
384,2,4043.800000000008,-20,0,2,10.782677555878957,11,385,2,0,0
385,2,4746.999999999999,105,1,2,9.854379911820093,10,385,1,1,1
386,2,4693.6,-20,0,6,10.565337479511896,8,383,1,5,1
387,2,4756.100000000001,100,1,3,10.576629937291145,8,384,3,0,3
388,2,4234.733333333343,110,1,16,13.254632633129756,12,382,1,2,1
389,2,5000.299999999996,105,1,3,10.124790515899658,10,384,0,2,2
390,2,4354.900000000007,100,1,2,10.367536654472351,11,383,1,0,3
391,2,2002.8000000000138,-20,0,2,10.285267635583878,12,384,1,0,1
392,2,4689.200000000001,100,1,4,11.515047242244085,13,382,1,1,1
393,2,2721.3333333333394,-20,0,2,11.271440904140473,14,381,1,2,0
394,2,3697.6000000000126,105,1,14,11.406306983629863,11,378,3,2,4
395,2,4449.800000000002,105,1,6,9.56630255262057,13,382,0,1,2
396,2,4723.699999999998,100,1,3,10.557074086666107,10,384,3,1,0
397,2,4331.000000000006,-20,0,4,10.349755671024322,8,387,1,1,1
398,2,4245.333333333343,-20,0,4,10.903874113361042,9,386,1,1,1
399,2,4194.033333333346,100,1,6,11.55970493197441,14,382,0,1,1
400,3,2492.6000000000063,-20,0,3,10.961217676401139,3,387,2,4,2
401,3,2333.400000000009,-20,0,3,11.859449783960978,9,384,1,1,3
402,3,4176.585714285727,-20,0,4,12.016480173269908,6,386,4,1,1
403,3,3142.1000000000113,-20,0,2,11.87030463576317,6,389,1,2,0
404,3,1787.000000000015,-20,0,17,11.781677780151368,9,384,2,2,1
405,3,1782.4142857142845,-20,0,3,12.051553388436636,5,388,0,2,3
406,3,4833.671428571429,-20,0,1,11.772797485987345,5,386,4,2,1
407,3,373.79999999999717,-20,0,2,11.751333935260773,7,385,2,4,0
408,3,4968.5142857142855,105,1,6,11.020348867177963,7,387,3,1,0
409,3,2663.6857142857243,-20,0,24,11.030034546852113,7,381,3,4,3
410,3,4214.371428571438,105,1,7,10.929479704697927,6,386,1,4,1
411,3,2613.7000000000153,-20,0,2,10.43727310458819,6,384,2,4,2
412,3,4604.085714285718,100,1,3,10.531237567663192,8,385,2,1,2
413,3,4396.971428571433,-20,0,4,10.426059684753419,7,387,3,1,0
414,3,4492.871428571434,100,1,5,11.081833398739496,6,385,3,1,3
415,3,5202.528571428573,100,1,4,11.684711904128392,10,385,1,0,2
416,3,578.8999999999976,-20,0,4,11.086064535776774,7,385,2,4,0
417,3,3027.9000000000146,-20,0,2,10.778400782346726,7,384,3,3,1
418,3,618.799999999998,-20,0,2,10.522683019240697,10,383,3,1,1
419,3,2181.814285714308,100,1,6,11.588825664917628,8,384,2,3,1
420,3,4833.17142857143,100,1,5,10.430897467931112,7,386,0,1,4
421,3,3796.314285714291,105,1,7,10.267790639400483,10,383,1,2,2
422,3,4775.114285714293,100,1,6,10.926120102008184,6,383,5,4,0
423,3,299.49999999999943,-20,0,2,10.590918781757354,9,384,1,3,1
424,3,4567.142857142854,100,1,2,10.421604874134063,8,384,1,3,2
425,3,3752.8857142857223,-20,0,4,10.717952970266342,8,387,1,1,1
426,3,3739.800000000005,-20,0,1,10.682070679664612,9,385,1,2,1
427,3,1338.0857142857137,100,1,9,10.820715066989264,8,385,2,1,2
428,3,5136.714285714286,105,1,8,9.626956165234247,10,385,0,2,1
429,3,4645.57142857143,-20,0,3,11.103005074659983,5,387,1,3,2
430,3,4002.371428571442,-20,0,4,9.990176096359889,5,383,6,1,3
431,3,5041.171428571424,105,1,5,10.194963345130285,6,387,3,2,0
432,3,906.4000000000065,-20,0,1,11.408096785942714,9,384,1,2,2
433,3,-79.8999999999993,-20,0,1,10.24844720919927,7,386,2,1,2
434,3,3972.042857142866,100,1,2,10.339981993436814,9,382,4,1,2
435,3,827.7999999999934,-20,0,3,10.626217372814814,10,384,3,1,0
436,3,5045.028571428571,100,1,4,10.332558073997497,6,386,1,2,3
437,3,3919.371428571441,100,1,5,10.313890243371327,7,384,1,2,4
438,3,-149.2999999999994,-20,0,5,11.528843400478364,11,384,3,0,0
439,3,1043.0000000000073,-20,0,5,11.427310628890991,9,384,2,1,2
440,3,4962.014285714284,100,1,6,11.75464624762535,9,388,0,1,0
441,3,925.9999999999974,-20,0,2,10.960699559847514,12,384,0,1,1
442,3,5428.185714285709,100,1,3,9.333216738700866,12,384,2,0,0
443,3,3653.985714285724,110,1,9,10.306565662622452,9,383,2,2,2
444,3,4266.5857142857185,100,1,9,11.31316235701243,9,386,0,1,2
445,3,5059.971428571426,100,1,5,12.156763011614482,8,389,0,1,0
446,3,5284.614285714277,-20,0,6,11.476266589959463,7,388,0,3,0
447,3,4917.614285714282,100,1,6,9.30818543612957,9,385,1,0,3
448,3,5018.7428571428545,100,1,2,10.738870848417282,10,385,1,2,0
449,3,207.300000000001,-20,0,5,10.3773245571057,10,382,4,0,2
450,3,3132.5000000000064,-20,0,1,10.879440601666769,8,384,3,1,2
451,3,3743.6142857142954,100,1,6,9.593344227472942,12,382,2,0,2
452,3,4986.085714285715,100,1,9,11.322429735263189,12,384,1,1,0
453,3,2952.314285714289,100,1,6,10.293929488658906,10,387,0,1,0
454,3,4562.257142857149,100,1,7,10.926167130470276,8,386,3,0,1
455,3,852.2999999999975,-20,0,2,11.823222090403238,10,385,1,2,0
456,3,5112.885714285713,100,1,3,11.332438098589579,9,385,3,0,1
457,3,5512.228571428557,100,1,4,10.01699677546819,10,388,0,0,0
458,3,5012.071428571426,100,1,5,11.651229139963785,9,384,1,1,3
459,3,4558.728571428572,105,1,6,10.700356568495433,8,380,2,2,6
460,3,4764.928571428569,100,1,4,10.818765157262485,10,385,1,0,2
461,3,3317.7000000000094,-20,0,1,11.379093501965205,10,383,0,3,2
462,3,200.10000000000056,-20,0,4,11.598135924140612,8,385,4,1,0
463,3,5636.728571428575,100,1,4,10.935500583251317,7,389,1,1,0
464,3,2893.100000000011,-20,0,5,10.974871440132459,10,384,2,0,2
465,3,1477.3000000000077,-20,0,4,11.701814511020979,8,385,1,1,3
466,3,363.67142857142863,100,1,5,10.739500484069188,10,383,3,1,1
467,3,1075.5000000000018,-20,0,5,10.87846136212349,8,385,2,3,0
468,3,5144.442857142855,100,1,2,10.068202037413915,6,385,4,1,2
469,3,5886.228571428562,105,1,4,9.621273658275605,8,387,1,2,0
470,3,4450.400000000002,105,1,8,8.966858503421149,11,384,1,1,1
471,3,4362.542857142866,100,1,2,9.720171200037003,9,384,3,1,1
472,3,5017.600000000004,-20,0,3,11.534430945912996,9,384,0,3,2
473,3,4898.742857142857,-20,0,6,10.122736728986105,10,385,0,3,0
474,3,5459.414285714287,100,1,6,9.290949110587437,7,387,2,2,0
475,3,5307.785714285714,100,1,3,10.616548903385798,8,387,1,0,2
476,3,5340.757142857138,100,1,7,11.393704245289166,12,386,0,0,0
477,3,5057.042857142853,100,1,2,10.37414509177208,10,384,3,0,1
478,3,5369.242857142853,100,1,2,11.109958675702414,10,385,2,0,1
479,3,5412.185714285705,105,1,9,11.6365267008543,10,385,0,3,0
480,3,5225.82857142857,105,1,8,11.28700982729594,8,387,0,1,2
481,3,5487.3142857142775,100,1,6,10.393933404684066,6,391,0,1,0
482,3,5312.228571428561,100,1,4,11.247918321092923,10,386,1,0,1
483,3,4553.5000000000055,100,1,8,12.951204074025155,10,381,3,0,4
484,3,158.40000000000023,-20,0,1,11.846990746259689,8,383,2,2,3
485,3,1650.7000000000069,-20,0,3,12.02417960802714,10,383,2,2,1
486,3,4880.128571428575,-20,0,2,11.825845007101695,9,386,1,1,1
487,3,1253.0000000000227,-20,0,2,12.102368319630623,8,382,3,2,3
488,3,5276.571428571427,100,1,5,11.980040271282196,12,381,2,3,0
489,3,4134.4000000000015,-20,0,8,13.792975563208262,8,387,1,2,0
490,3,1968.1000000000167,-20,0,7,12.05159304022789,3,384,4,4,3
491,3,2831.900000000019,-20,0,3,13.379357444842656,11,382,1,2,2
492,3,5044.985714285716,105,1,5,11.294296211798986,7,386,2,1,2
493,3,5097.214285714282,-20,0,3,11.288410313725471,11,382,1,2,2
494,3,5093.214285714281,105,1,6,11.856516031821569,9,384,2,1,2
495,3,3333.7285714285726,-20,0,4,11.731321296691895,9,384,1,4,0
496,3,5618.357142857138,100,1,7,11.564320622285207,11,386,0,0,1
497,3,5505.571428571428,100,1,5,11.255948485533397,8,389,0,0,1
498,3,2477.9000000000024,-20,0,11,11.437796663840611,8,385,0,2,3
499,3,5644.0857142857085,100,1,3,11.994239381949107,8,386,2,0,2
